aircraft_id,tail_number,manufacturer,model,age
2557,N478PX,CANADAIR REGIONAL JET,CRJ,5
2558,N8701Q,BOEING,737 NG,8
2559,N872AN,BOEING,787,4
2560,N8557Q,BOEING,737 NG,7
2561,N144SY,EMBRAER,170/175,9
2562,N33264,BOEING,737 NG,23
2563,N575NN,CANADAIR REGIONAL JET,CRJ,9
2564,N718EV,CANADAIR REGIONAL JET,CRJ,21
2565,N3732J,BOEING,737 NG,24
2566,N276WN,BOEING,737 NG,17
2567,N2748U,BOEING,777,6
2568,N659AW,AIRBUS,A320,24
2569,N916EV,CANADAIR REGIONAL JET,CRJ,21
2570,N283AK,BOEING,737 NG,7
2571,N564NN,CANADAIR REGIONAL JET,CRJ,9
2572,N212NN,EMBRAER,170/175,9
2573,N995NN,BOEING,737 NG,8
2574,N76502,BOEING,737 NG,18
2575,N197PQ,CANADAIR REGIONAL JET,CRJ,16
2576,N954JB,AIRBUS,A321,9
2577,N200NN,EMBRAER,170/175,9
2578,N606UX,EMBRAER,170/175,5
2579,N439YX,EMBRAER,170/175,10
2580,N3077J,AIRBUS,A220,3
2581,N771XF,AIRBUS,A319,21
2582,N947WN,BOEING,737 NG,14
2583,N943SW,CANADAIR REGIONAL JET,CRJ,21
2584,N756SK,CANADAIR REGIONAL JET,CRJ,19
2585,N717AN,BOEING,777,12
2586,N879RW,EMBRAER,170/175,16
2587,N846VA,AIRBUS,A320,13
2588,N565AS,BOEING,737 NG,18
2589,N860RW,EMBRAER,170/175,19
2590,N989AT,BOEING,717,23
2591,N298WN,BOEING,737 NG,17
2592,N38417,BOEING,737 NG,16
2593,N918NK,AIRBUS,A320,5
2594,N91007,BOEING,787,6
2595,N888DU,BOEING,737 NG,7
2596,N415UA,AIRBUS,A320,30
2597,N8584Z,BOEING,737 NG,6
2598,N561WN,BOEING,737 NG,21
2599,N151SY,EMBRAER,170/175,9
2600,N937WN,BOEING,737 NG,15
2601,N641UA,BOEING,767,33
2602,N921VA,AIRBUS,A321,7
2603,N54241,BOEING,737 NG,25
2604,N493HA,BOEING,717,19
2605,N183SY,EMBRAER,170/175,8
2606,N813DN,BOEING,737 NG,10
2607,N852DN,BOEING,737 NG,8
2608,N803AL,BOEING,787,9
2609,N225UA,BOEING,777,23
2610,N27901,BOEING,787,12
2611,N361NB,AIRBUS,A319,21
2612,N806NW,AIRBUS,A330,20
2613,N538AS,BOEING,737 NG,12
2614,N785UA,BOEING,777,27
2615,N260SY,EMBRAER,170/175,7
2616,N587AS,BOEING,737 NG,17
2617,N954AN,BOEING,737 NG,23
2618,N560WN,BOEING,737 NG,24
2619,N162SY,EMBRAER,170/175,8
2620,N932EV,CANADAIR REGIONAL JET,CRJ,19
2621,N933NN,BOEING,737 NG,11
2622,N8715Q,BOEING,737 NG,7
2623,N702BR,CANADAIR REGIONAL JET,CRJ,24
2624,N607SK,CANADAIR REGIONAL JET,CRJ,18
2625,N512DN,AIRBUS,A350,6
2626,N412WN,BOEING,737 NG,23
2627,N422YX,EMBRAER,170/175,10
2628,N230NV,AIRBUS,A320,24
2629,N778XF,AIRBUS,A319,15
2630,N292NV,AIRBUS,A320,13
2631,N26906,BOEING,787,12
2632,N306RC,BOEING,737 NG,7
2633,N76064,BOEING,767,22
2634,N37273,BOEING,737 NG,23
2635,N997JL,AIRBUS,A321,6
2636,N8532S,BOEING,737 NG,7
2637,N510NK,AIRBUS,A319,19
2638,N998AN,AIRBUS,A321,7
2639,N785AN,BOEING,777,24
2640,N303PQ,CANADAIR REGIONAL JET,CRJ,10
2641,N128UW,AIRBUS,A320,14
2642,N655UA,BOEING,767,32
2643,N875BD,BOEING,787,4
2644,N161UW,AIRBUS,A321,23
2645,N928DU,BOEING,737 NG,5
2646,N853NN,BOEING,737 NG,14
2647,N968AN,BOEING,737 NG,23
2648,N338ST,BOEING,737 NG,4
2649,N73406,BOEING,737 NG,23
2650,N462WN,BOEING,737 NG,20
2651,N8630B,BOEING,737 NG,10
2652,N8312C,BOEING,737 NG,12
2653,N978JB,AIRBUS,A321,7
2654,N8324A,BOEING,737 NG,12
2655,N577NN,CANADAIR REGIONAL JET,CRJ,9
2656,N7821L,BOEING,737 NG,22
2657,N916AN,BOEING,737 NG,25
2658,N318SF,BOEING,737 NG,5
2659,N288NN,EMBRAER,170/175,5
2660,N316FR,AIRBUS,A320,7
2661,N78509,BOEING,737 NG,16
2662,N194SY,EMBRAER,170/175,7
2663,N336RU,BOEING,737 NG,6
2664,N217NV,AIRBUS,A320,24
2665,N334NV,AIRBUS,A319,18
2666,N284JB,EMBRAER,190/195,16
2667,N389FR,AIRBUS,A320,2
2668,N295PQ,CANADAIR REGIONAL JET,CRJ,11
2669,N408AN,AIRBUS,A321,5
2670,N560UW,AIRBUS,A321,12
2671,N729JB,AIRBUS,A320,16
2672,N37540,BOEING,737 NG,2
2673,N255SY,EMBRAER,170/175,8
2674,N762DT,EMBRAER,170/175,15
2675,N392DN,AIRBUS,A321,5
2676,N262SY,EMBRAER,170/175,6
2677,N354NW,AIRBUS,A320,26
2678,N8769Q,BOEING,737 NG,2
2679,N992AN,BOEING,737 NG,15
2680,N827AN,BOEING,787,7
2681,N936NN,BOEING,737 NG,11
2682,N997NN,BOEING,737 NG,8
2683,N583NN,CANADAIR REGIONAL JET,CRJ,9
2684,N812AA,BOEING,787,9
2685,N925EV,CANADAIR REGIONAL JET,CRJ,21
2686,N381DZ,AIRBUS,A321,5
2687,N925AE,EMBRAER,135/145,19
2688,N581NW,BOEING,757,22
2689,N293NN,EMBRAER,170/175,4
2690,N703SK,CANADAIR REGIONAL JET,CRJ,20
2691,N612QX,CANADAIR REGIONAL JET,CRJ,22
2692,N833UA,AIRBUS,A319,24
2693,N207WN,BOEING,737 NG,19
2694,N8767M,BOEING,737 NG,2
2695,N639NK,AIRBUS,A320,9
2696,N955AK,BOEING,737 NG,2
2697,N263WN,BOEING,737 NG,17
2698,N431YX,EMBRAER,170/175,10
2699,N410UA,AIRBUS,A320,30
2700,N558NN,CANADAIR REGIONAL JET,CRJ,10
2701,N3758Y,BOEING,737 NG,23
2702,N258NV,AIRBUS,A320,15
2703,N817DN,BOEING,737 NG,10
2704,N671DN,BOEING,757,33
2705,N268AK,BOEING,737 NG,7
2706,N8559Q,BOEING,737 NG,7
2707,N303SY,EMBRAER,170/175,4
2708,N726AN,BOEING,777,11
2709,N6716C,BOEING,757,23
2710,N262NV,AIRBUS,A320,15
2711,N8819L,BOEING,737 NG,2
2712,N810MD,EMBRAER,170/175,20
2713,N855NN,BOEING,737 NG,14
2714,N184JB,EMBRAER,190/195,19
2715,N970JB,AIRBUS,A321,8
2716,N8748Q,BOEING,737 NG,4
2717,N237AK,BOEING,737 NG,8
2718,N8511K,BOEING,737 NG,8
2719,N496WN,BOEING,737 NG,20
2720,N110DX,AIRBUS,A321,4
2721,N35953,BOEING,787,9
2722,N211UA,BOEING,777,24
2723,N274AK,BOEING,737 NG,7
2724,N876NN,BOEING,737 NG,13
2725,N329FR,AIRBUS,A320,6
2726,N27256,BOEING,737 NG,3
2727,N1811U,BOEING,737 NG,5
2728,N8681M,BOEING,737 NG,8
2729,N708SK,CANADAIR REGIONAL JET,CRJ,20
2730,N824DN,BOEING,737 NG,10
2731,N639RW,EMBRAER,170/175,20
2732,N490WN,BOEING,737 NG,20
2733,N134HQ,EMBRAER,170/175,16
2734,N16008,BOEING,787,5
2735,N741YX,EMBRAER,170/175,7
2736,N37409,BOEING,737 NG,23
2737,N37298,BOEING,737 NG,19
2738,N38955,BOEING,787,9
2739,N145DQ,AIRBUS,A220,2
2740,N370FR,AIRBUS,A320,4
2741,N831SK,CANADAIR REGIONAL JET,CRJ,6
2742,N411DX,AIRBUS,A330,3
2743,N275AK,BOEING,737 NG,7
2744,N536NK,AIRBUS,A319,14
2745,N922US,AIRBUS,A321,9
2746,N986NN,BOEING,737 NG,8
2747,N163SY,EMBRAER,170/175,8
2748,N835MH,BOEING,767,24
2749,N774SW,BOEING,737 NG/MAX,24
2750,N742YX,EMBRAER,170/175,7
2751,N34460,BOEING,737 NG,12
2752,N835NN,BOEING,737 NG,14
2753,N673DL,BOEING,757,32
2754,N912SW,CANADAIR REGIONAL JET,CRJ,23
2755,N892NN,BOEING,737 NG,12
2756,N76523,BOEING,737 NG,14
2757,N887NN,BOEING,737 NG,12
2758,N968NK,AIRBUS,A320,2
2759,N381HA,AIRBUS,A330,14
2760,N935NN,BOEING,737 NG,11
2761,N8568Z,BOEING,737 NG,6
2762,N37523,BOEING,737 NG,5
2763,N320AS,BOEING,737 NG,21
2764,N765ST,EMBRAER,170/175,18
2765,N116SY,EMBRAER,170/175,10
2766,N8815L,BOEING,737 NG,4
2767,N141DU,AIRBUS,A220,3
2768,N667UA,BOEING,767,26
2769,N838MH,BOEING,767,24
2770,N853NW,AIRBUS,A330,20
2771,N268WN,BOEING,737 NG,17
2772,N37525,BOEING,737 NG,5
2773,N14115,BOEING,757,29
2774,N919AK,BOEING,737 NG,3
2775,N472AS,BOEING,737 NG,9
2776,N819AW,AIRBUS,A319,24
2777,N299SY,EMBRAER,170/175,5
2778,N36247,BOEING,737 NG,25
2779,N390FR,AIRBUS,A320,2
2780,N457WN,BOEING,737 NG,20
2781,N752YX,EMBRAER,170/175,7
2782,N949AT,BOEING,717,25
2783,N778SK,CANADAIR REGIONAL JET,CRJ,18
2784,N374FR,AIRBUS,A320,3
2785,N127SY,EMBRAER,170/175,10
2786,N904XJ,CANADAIR REGIONAL JET,CRJ,17
2787,N707EV,CANADAIR REGIONAL JET,CRJ,22
2788,N872CB,BOEING,737 NG,2
2789,N622NK,AIRBUS,A320,11
2790,N692NK,AIRBUS,A320,6
2791,N162UW,AIRBUS,A321,23
2792,N321DH,AIRBUS,A321,7
2793,N68452,BOEING,737 NG,12
2794,N856NW,AIRBUS,A330,20
2795,N817AN,BOEING,787,7
2796,N380FR,AIRBUS,A320,3
2797,N223UA,BOEING,777,23
2798,N8513F,BOEING,737 NG,8
2799,N651UA,BOEING,767,32
2800,N189DN,BOEING,767,27
2801,N429UA,AIRBUS,A320,29
2802,N309DU,AIRBUS,A220,3
2803,N584AS,BOEING,737 NG,17
2804,N920US,AIRBUS,A321,9
2805,N630JB,AIRBUS,A320,19
2806,N291NV,AIRBUS,A320,20
2807,N424AN,AIRBUS,A321,4
2808,N27255,BOEING,737 NG,3
2809,N218WN,BOEING,737 NG,19
2810,N621UX,EMBRAER,170/175,5
2811,N3766,BOEING,737 NG,23
2812,N535UW,AIRBUS,A321,15
2813,N290NN,EMBRAER,170/175,4
2814,N317NV,AIRBUS,A319,19
2815,N201LV,BOEING,737 NG,19
2816,N572UW,AIRBUS,A321,11
2817,N223HA,AIRBUS,A321,5
2818,N774UA,BOEING,777,30
2819,N829NW,AIRBUS,A330,8
2820,N332FR,AIRBUS,A320,6
2821,N677NK,AIRBUS,A321,7
2822,N23983,BOEING,787,4
2823,N823AW,AIRBUS,A319,23
2824,N267JB,EMBRAER,190/195,17
2825,N763JB,AIRBUS,A320,16
2826,N318NB,AIRBUS,A319,24
2827,N272PQ,CANADAIR REGIONAL JET,CRJ,11
2828,N784SW,BOEING,737 NG,24
2829,N69818,BOEING,737 NG,10
2830,N222JQ,EMBRAER,170/175,16
2831,N909EV,CANADAIR REGIONAL JET,CRJ,22
2832,N535JB,AIRBUS,A320,22
2833,N941AK,BOEING,737 NG,2
2834,N279WN,BOEING,737 NG,17
2835,N19130,BOEING,757,26
2836,N27724,BOEING,737 NG,25
2837,N661UA,BOEING,767,31
2838,N955AN,BOEING,737 NG,23
2839,N498WN,BOEING,737 NG,19
2840,N288AK,BOEING,737 NG,6
2841,N124SY,EMBRAER,170/175,10
2842,N503JB,AIRBUS,A320,25
2843,N509DN,AIRBUS,A350,6
2844,N655CA,CANADAIR REGIONAL JET,CRJ,20
2845,N570JB,AIRBUS,A320,21
2846,N122DU,AIRBUS,A220,5
2847,N521JB,AIRBUS,A320,14
2848,N412DX,AIRBUS,A330,2
2849,N408SY,EMBRAER,170/175,2
2850,N784AN,BOEING,777,24
2851,N7884G,BOEING,737 NG,23
2852,N3023J,AIRBUS,A220,3
2853,N317JB,EMBRAER,190/195,14
2854,N336DX,AIRBUS,A321,6
2855,N7704B,BOEING,737 NG,20
2856,N8541W,BOEING,737 NG,7
2857,N3761R,BOEING,737 NG,23
2858,N980AT,BOEING,717,22
2859,N214HA,AIRBUS,A321,6
2860,N206NN,EMBRAER,170/175,9
2861,N325US,AIRBUS,A320,33
2862,N440UA,AIRBUS,A320,27
2863,N834AW,AIRBUS,A319,20
2864,N153SY,EMBRAER,170/175,8
2865,N113SY,EMBRAER,170/175,10
2866,N677UA,BOEING,767,23
2867,N909NN,BOEING,737 NG,12
2868,N14235,BOEING,737 NG,25
2869,N746JB,AIRBUS,A320,16
2870,N285NN,EMBRAER,170/175,5
2871,N424YX,EMBRAER,170/175,10
2872,N411YX,EMBRAER,170/175,11
2873,N8615E,BOEING,737 NG,11
2874,N721UW,AIRBUS,A319,25
2875,N32404,BOEING,737 NG,23
2876,N697DL,BOEING,757,25
2877,N559NN,CANADAIR REGIONAL JET,CRJ,10
2878,N625JB,AIRBUS,A320,19
2879,N37514,BOEING,737 NG,5
2880,N498UA,AIRBUS,A320,22
2881,N939AN,BOEING,737 NG,24
2882,N416AN,AIRBUS,A321,4
2883,N942LL,EMBRAER,135/145,19
2884,N178DZ,BOEING,767,24
2885,N163AA,AIRBUS,A321,8
2886,N178DN,BOEING,767,33
2887,N103DU,AIRBUS,A220,6
2888,N7882B,BOEING,737 NG,24
2889,N984JB,AIRBUS,A321,7
2890,N505JB,AIRBUS,A320,24
2891,N938NK,AIRBUS,A320,3
2892,N78506,BOEING,737 NG,18
2893,N228JQ,EMBRAER,170/175,16
2894,N130SY,EMBRAER,170/175,10
2895,N492UA,AIRBUS,A320,22
2896,N7823A,BOEING,737 NG,21
2897,N319NB,AIRBUS,A319,24
2898,N777UA,BOEING,777,29
2899,N353DN,AIRBUS,A321,6
2900,N903EV,CANADAIR REGIONAL JET,CRJ,22
2901,N613AS,BOEING,737 NG,25
2902,N913US,AIRBUS,A321,10
2903,N479PX,CANADAIR REGIONAL JET,CRJ,5
2904,N930DZ,BOEING,737 NG,5
2905,N261SY,EMBRAER,170/175,7
2906,N231WN,BOEING,737 NG,18
2907,N512SY,EMBRAER,170/175,3
2908,N457UA,AIRBUS,A320,25
2909,N955SW,CANADAIR REGIONAL JET,CRJ,21
2910,N959NN,BOEING,737 NG,10
2911,N8756S,BOEING,737 NG,2
2912,N225NN,EMBRAER,170/175,8
2913,N730YX,EMBRAER,170/175,9
2914,N236AK,BOEING,737 NG,8
2915,N75851,BOEING,757,23
2916,N820DX,BOEING,757,20
2917,N418UA,AIRBUS,A320,30
2918,N3757D,BOEING,737 NG,23
2919,N37548,BOEING,737 NG,2
2920,N209UA,BOEING,777,25
2921,N292PQ,CANADAIR REGIONAL JET,CRJ,11
2922,N28478,BOEING,737 NG,11
2923,N315SY,EMBRAER,170/175,2
2924,N977AK,BOEING,737 NG,5
2925,N920WN,BOEING,737 NG,16
2926,N353FR,AIRBUS,A320,5
2927,N24729,BOEING,737 NG,25
2928,N969NN,BOEING,737 NG,9
2929,N465WN,BOEING,737 NG,20
2930,N846NN,BOEING,737 NG,14
2931,N6708D,BOEING,757,24
2932,N311SY,EMBRAER,170/175,2
2933,N37513,BOEING,737 NG,5
2934,N8553W,BOEING,737 NG,7
2935,N8707P,BOEING,737 NG,7
2936,N6705Y,BOEING,757,24
2937,N393HA,AIRBUS,A330,11
2938,N363DN,AIRBUS,A321,6
2939,N67501,BOEING,737 NG,6
2940,N853UA,AIRBUS,A319,22
2941,N8523W,BOEING,737 NG,7
2942,N596NW,BOEING,757,21
2943,N768SK,CANADAIR REGIONAL JET,CRJ,18
2944,N406AN,AIRBUS,A321,5
2945,N730SK,CANADAIR REGIONAL JET,CRJ,19
2946,N8538V,BOEING,737 NG,7
2947,N184US,AIRBUS,A321,22
2948,N921AT,BOEING,717,24
2949,N537AS,BOEING,737 NG,12
2950,N407YX,EMBRAER,170/175,11
2951,N529AS,BOEING,737 NG,14
2952,N13750,BOEING,737 NG,25
2953,N422UA,AIRBUS,A320,30
2954,N3753,BOEING,737 NG,23
2955,N37277,BOEING,737 NG,22
2956,N66841,BOEING,737 NG,9
2957,N997AA,AIRBUS,A321,7
2958,N618NK,AIRBUS,A320,11
2959,N588JB,AIRBUS,A320,20
2960,N620NK,AIRBUS,A320,11
2961,N821NN,BOEING,737 NG,15
2962,N840NN,BOEING,737 NG,14
2963,N339DN,AIRBUS,A321,6
2964,N8784Q,BOEING,737 NG,2
2965,N229JQ,EMBRAER,170/175,16
2966,N105DU,AIRBUS,A220,5
2967,N589JB,AIRBUS,A320,20
2968,N358NW,AIRBUS,A320,26
2969,N898DN,BOEING,737 NG,6
2970,N809AA,BOEING,787,9
2971,N800AY,CANADAIR REGIONAL JET,CRJ,20
2972,N378DN,AIRBUS,A321,5
2973,N24974,BOEING,787,6
2974,N322FR,AIRBUS,A320,7
2975,N521DT,AIRBUS,A321,2
2976,N139DU,AIRBUS,A220,3
2977,N481UA,AIRBUS,A320,23
2978,N265JB,EMBRAER,190/195,18
2979,N960NK,AIRBUS,A320,2
2980,N318NV,AIRBUS,A319,19
2981,N937AK,BOEING,737 NG,2
2982,N8751R,BOEING,737 NG,3
2983,N818NW,AIRBUS,A330,17
2984,N123UW,AIRBUS,A320,24
2985,N68842,BOEING,737 NG,9
2986,N807AW,AIRBUS,A319,25
2987,N133HQ,EMBRAER,170/175,16
2988,N861RW,EMBRAER,170/175,19
2989,N646NK,AIRBUS,A320,8
2990,N923AN,BOEING,737 NG,25
2991,N662NK,AIRBUS,A321,9
2992,N875RW,EMBRAER,170/175,17
2993,N29981,BOEING,787,4
2994,N240JQ,EMBRAER,170/175,16
2995,N558WN,BOEING,737 NG,22
2996,N600NN,CANADAIR REGIONAL JET,CRJ,8
2997,N987AN,BOEING,737 NG,15
2998,N523AE,CANADAIR REGIONAL JET,CRJ,20
2999,N186DN,BOEING,767,29
3000,N707TW,BOEING,757,27
3001,N404SY,EMBRAER,170/175,6
3002,N572NN,CANADAIR REGIONAL JET,CRJ,9
3003,N7726A,BOEING,737 NG,18
3004,N236FR,AIRBUS,A320,8
3005,N73259,BOEING,737 NG,23
3006,N518DZ,AIRBUS,A350,2
3007,N7881A,BOEING,737 NG,16
3008,N382HA,AIRBUS,A330,14
3009,N733YX,EMBRAER,170/175,8
3010,N148AN,AIRBUS,A321,9
3011,N250WN,BOEING,737 NG,18
3012,N329NW,AIRBUS,A320,32
3013,N204NN,EMBRAER,170/175,9
3014,N952NK,AIRBUS,A320,2
3015,N7843A,BOEING,737 NG,18
3016,N872UA,AIRBUS,A319,21
3017,N389DA,BOEING,737 NG,24
3018,N259WN,BOEING,737 NG,18
3019,N9004F,AIRBUS,A319,11
3020,N232PQ,CANADAIR REGIONAL JET,CRJ,15
3021,N202WN,BOEING,737 NG,19
3022,N8580Z,BOEING,737 NG,6
3023,N378SC,BOEING,737 NG,5
3024,N953WN,BOEING,737 NG,14
3025,N689CA,CANADAIR REGIONAL JET,CRJ,17
3026,N3739P,BOEING,737 NG,24
3027,N8317M,BOEING,737 NG,12
3028,N624JB,AIRBUS,A320,19
3029,N7852A,BOEING,737 NG,18
3030,N170SY,EMBRAER,170/175,9
3031,N255NV,AIRBUS,A320,7
3032,N434UA,AIRBUS,A320,28
3033,N177SY,EMBRAER,170/175,8
3034,N922EV,CANADAIR REGIONAL JET,CRJ,21
3035,N884UA,AIRBUS,A319,19
3036,N7740A,BOEING,737 NG,17
3037,N8562Z,BOEING,737 NG,6
3038,N618AS,BOEING,737 NG,24
3039,N830NW,AIRBUS,A330,7
3040,N737JW,BOEING,737 NG/MAX,25
3041,N78866,BOEING,757,22
3042,N307AS,BOEING,737 NG,23
3043,N412UW,AIRBUS,A321,5
3044,N8633A,BOEING,737 NG,10
3045,N57868,BOEING,757,22
3046,N549AS,BOEING,737 NG,19
3047,N220JQ,EMBRAER,170/175,17
3048,N74007,BOEING,777,25
3049,N8503A,BOEING,737 NG,8
3050,N594NN,CANADAIR REGIONAL JET,CRJ,8
3051,N594AS,BOEING,737 NG,16
3052,N431UA,AIRBUS,A320,29
3053,N309AS,BOEING,737 NG,23
3054,N612NK,AIRBUS,A320,12
3055,N168SY,EMBRAER,170/175,8
3056,N598NN,CANADAIR REGIONAL JET,CRJ,8
3057,N815NW,AIRBUS,A330,17
3058,N724YX,EMBRAER,170/175,9
3059,N829AW,AIRBUS,A319,23
3060,N936XJ,CANADAIR REGIONAL JET,CRJ,16
3061,N649UA,BOEING,767,32
3062,N301NB,AIRBUS,A319,25
3063,N8326F,BOEING,737 NG,12
3064,N823NN,BOEING,737 NG,14
3065,N951DX,BOEING,737 NG,11
3066,N937JB,AIRBUS,A321,10
3067,N485UA,AIRBUS,A320,23
3068,N57863,BOEING,757,23
3069,N803NW,AIRBUS,A330,21
3070,N844MH,BOEING,767,22
3071,N218NN,EMBRAER,170/175,9
3072,N654NK,AIRBUS,A320,6
3073,N8302F,BOEING,737 NG,12
3074,N636JB,AIRBUS,A320,18
3075,N224JQ,EMBRAER,170/175,16
3076,N728AN,BOEING,777,10
3077,N837NN,BOEING,737 NG,14
3078,N645NK,AIRBUS,A320,8
3079,N706PS,CANADAIR REGIONAL JET,CRJ,20
3080,N503NK,AIRBUS,A319,19
3081,N791SK,CANADAIR REGIONAL JET,CRJ,15
3082,N8810L,BOEING,737 NG,5
3083,N923JB,AIRBUS,A321,10
3084,N316SY,EMBRAER,170/175,2
3085,N8772M,BOEING,737 NG,2
3086,N340NW,AIRBUS,A320,32
3087,N202NV,AIRBUS,A320,12
3088,N652JB,AIRBUS,A320,17
3089,N926NN,BOEING,737 NG,11
3090,N696DL,BOEING,757,25
3091,N489WN,BOEING,737 NG,20
3092,N8727M,BOEING,737 NG,6
3093,N931EV,CANADAIR REGIONAL JET,CRJ,19
3094,N332DN,AIRBUS,A321,7
3095,N8579Z,BOEING,737 NG,6
3096,N77014,BOEING,777,25
3097,N514NK,AIRBUS,A319,18
3098,N336NB,AIRBUS,A319,22
3099,N538UW,AIRBUS,A321,15
3100,N261NN,EMBRAER,170/175,7
3101,N878DN,BOEING,737 NG,7
3102,N182GJ,CANADAIR REGIONAL JET,CRJ,16
3103,N947NN,BOEING,737 NG,10
3104,N8806Q,BOEING,737 NG,5
3105,N474AS,BOEING,737 NG,9
3106,N546AS,BOEING,737 NG,19
3107,N822NN,BOEING,737 NG,14
3108,N77006,BOEING,777,26
3109,N608AT,BOEING,717,24
3110,N8601C,BOEING,737 NG,12
3111,N855VA,AIRBUS,A320,12
3112,N303DN,AIRBUS,A321,8
3113,N8325D,BOEING,737 NG,12
3114,N36962,BOEING,787,9
3115,N317SY,EMBRAER,170/175,2
3116,N278NN,EMBRAER,170/175,5
3117,N13110,BOEING,757,30
3118,N786UA,BOEING,777,27
3119,N112HQ,EMBRAER,170/175,17
3120,N419UA,AIRBUS,A320,30
3121,N540US,BOEING,757,28
3122,N45956,BOEING,787,9
3123,N954NN,BOEING,737 NG,10
3124,N181UW,AIRBUS,A321,23
3125,N835DN,BOEING,737 NG,9
3126,N324RA,BOEING,737 NG,7
3127,N579UW,AIRBUS,A321,10
3128,N943WN,BOEING,737 NG,14
3129,N108UW,AIRBUS,A320,25
3130,N239WN,BOEING,737 NG,18
3131,N443YX,EMBRAER,170/175,10
3132,N844NN,BOEING,737 NG,14
3133,N931XJ,CANADAIR REGIONAL JET,CRJ,16
3134,N37252,BOEING,737 NG,24
3135,N72405,BOEING,737 NG,23
3136,N989AN,BOEING,737 NG,15
3137,N943NK,AIRBUS,A320,3
3138,N944SW,CANADAIR REGIONAL JET,CRJ,21
3139,N641JB,AIRBUS,A320,18
3140,N938WN,BOEING,737 NG,15
3141,N215WN,BOEING,737 NG,19
3142,N966NK,AIRBUS,A320,2
3143,N7734H,BOEING,737 NG,18
3144,N813NN,BOEING,737 NG,15
3145,N159AN,AIRBUS,A321,8
3146,N244NV,AIRBUS,A320,23
3147,N1802U,BOEING,737 NG,5
3148,N956AK,BOEING,737 NG,1
3149,N608NN,CANADAIR REGIONAL JET,CRJ,5
3150,N225JQ,EMBRAER,170/175,16
3151,N841AN,BOEING,787,5
3152,N397DA,BOEING,737 NG,24
3153,N384DA,BOEING,737 NG,25
3154,N879BH,BOEING,787,3
3155,N37456,BOEING,737 NG,12
3156,N796SK,CANADAIR REGIONAL JET,CRJ,14
3157,N492HA,BOEING,717,20
3158,N891UA,AIRBUS,A319,18
3159,N8762Q,BOEING,737 NG,2
3160,N156SY,EMBRAER,170/175,8
3161,N126AN,AIRBUS,A321,10
3162,N934NN,BOEING,737 NG,11
3163,N772XF,AIRBUS,A319,21
3164,N596NN,CANADAIR REGIONAL JET,CRJ,8
3165,N827SK,CANADAIR REGIONAL JET,CRJ,6
3166,N843MH,BOEING,767,22
3167,N810NN,BOEING,737 NG,15
3168,N664MS,EMBRAER,135/145,20
3169,N226WN,BOEING,737 NG,19
3170,N961NK,AIRBUS,A320,2
3171,N391DA,BOEING,737 NG,24
3172,N769SW,BOEING,737 NG,24
3173,N519SY,EMBRAER,170/175,3
3174,N601EN,CANADAIR REGIONAL JET,CRJ,5
3175,N373DX,AIRBUS,A321,5
3176,N373HA,AIRBUS,A330,10
3177,N8694E,BOEING,737 NG,8
3178,N8316H,BOEING,737 NG,12
3179,N703JB,AIRBUS,A320,16
3180,N448AN,AIRBUS,A321,2
3181,N280SY,EMBRAER,170/175,6
3182,N729SW,BOEING,737 NG/MAX,25
3183,N101DQ,AIRBUS,A321,4
3184,N8803L,BOEING,737 NG,5
3185,N409AS,BOEING,737 NG,11
3186,N957AN,BOEING,737 NG,23
3187,N77530,BOEING,737 NG,13
3188,N578UW,AIRBUS,A321,10
3189,N946AK,BOEING,737 NG,2
3190,N542EA,CANADAIR REGIONAL JET,CRJ,13
3191,N595NW,BOEING,757,21
3192,N8692F,BOEING,737 NG,8
3193,N630SK,CANADAIR REGIONAL JET,CRJ,13
3194,N68821,BOEING,737 NG,10
3195,N706SK,CANADAIR REGIONAL JET,CRJ,20
3196,N676CA,CANADAIR REGIONAL JET,CRJ,17
3197,N773AN,BOEING,777,25
3198,N220WN,BOEING,737 NG,19
3199,N800AN,BOEING,787,9
3200,N123DW,AIRBUS,A321,3
3201,N552UW,AIRBUS,A321,13
3202,N12221,BOEING,737 NG,26
3203,N75853,BOEING,757,22
3204,N14240,BOEING,737 NG,25
3205,N215NN,EMBRAER,170/175,9
3206,N78017,BOEING,777,22
3207,N394DX,AIRBUS,A321,5
3208,N366NW,AIRBUS,A320,25
3209,N980SW,CANADAIR REGIONAL JET,CRJ,20
3210,N348NB,AIRBUS,A319,22
3211,N722AN,BOEING,777,11
3212,N664AW,AIRBUS,A320,23
3213,N303RG,BOEING,737 NG,6
3214,N7739A,BOEING,737 NG,18
3215,N933JN,EMBRAER,135/145,19
3216,N161AA,AIRBUS,A321,8
3217,N986JB,AIRBUS,A321,7
3218,N326US,AIRBUS,A320,33
3219,N555NN,CANADAIR REGIONAL JET,CRJ,10
3220,N733SA,BOEING,737 NG/MAX,25
3221,N124US,AIRBUS,A320,24
3222,N892DN,BOEING,737 NG,6
3223,N413UA,AIRBUS,A320,30
3224,N657JB,AIRBUS,A320,17
3225,N775XF,AIRBUS,A319,20
3226,N27246,BOEING,737 NG,25
3227,N729AN,BOEING,777,10
3228,N981AN,BOEING,737 NG,15
3229,N78285,BOEING,737 NG,20
3230,N169DZ,BOEING,767,26
3231,N931NN,BOEING,737 NG,11
3232,N581NN,CANADAIR REGIONAL JET,CRJ,9
3233,N413SY,EMBRAER,170/175,2
